Date,Open,High,Low,Close,Volume
21-01-03,901.780029,906,887.619995,887.619995,1335200000
28-01-03,847.47998,860.76001,847.47998,858.539978,1459100000
04-02-03,860.320007,860.320007,840.190002,848.200012,1451600000
11-02-03,835.969971,843.02002,825.090027,829.200012,1307000000
19-02-03,851.169983,851.169983,838.789978,845.130005,1075600000
26-02-03,838.570007,840.099976,826.679993,827.549988,1374400000
05-03-03,821.98999,829.869995,819,829.849976,1332700000
12-03-03,800.72998,804.190002,788.900024,804.190002,1620000000
19-03-03,866.450012,874.98999,861.210022,874.02002,1473400000
26-03-03,874.73999,875.799988,866.469971,869.950012,1319700000
02-04-03,858.47998,884.570007,858.47998,880.900024,1589800000
09-04-03,878.289978,887.349976,865.719971,865.98999,1293700000
16-04-03,890.809998,896.77002,877.929993,879.909973,1587600000
24-04-03,919.02002,919.02002,906.690002,911.429993,1648100000
01-05-03,916.919983,919.679993,902.830017,916.299988,1397500000
08-05-03,929.619995,929.619995,919.719971,920.27002,1379600000
15-05-03,939.280029,948.22998,938.789978,946.669983,1508700000
22-05-03,923.419983,935.299988,922.539978,931.869995,1448500000
30-05-03,949.640015,965.380005,949.640015,963.590027,1688800000
06-06-03,990.140015,1007.690002,986.01001,987.76001,1837200000
13-06-03,998.51001,1000.919983,984.27002,988.609985,1271600000
20-06-03,994.700012,1002.090027,993.359985,995.690002,1698000000
27-06-03,985.820007,988.880005,974.289978,976.219971,1267800000
07-07-03,985.700012,1005.559998,985.700012,1004.419983,1429100000
14-07-03,998.140015,1015.409973,998.140015,1003.859985,1448900000
21-07-03,993.320007,993.320007,975.630005,978.799988,1254200000
28-07-03,998.679993,1000.679993,993.590027,996.52002,1328600000
04-08-03,980.150024,985.75,966.789978,982.820007,1318700000
11-08-03,977.590027,985.460022,974.210022,980.590027,1022200000
18-08-03,990.669983,1000.349976,990.669983,999.73999,1127600000
25-08-03,993.059998,993.710022,987.909973,993.710022,971700000
02-09-03,1008.01001,1022.590027,1005.72998,1021.98999,1470500000
09-09-03,1031.640015,1031.640015,1021.140015,1023.169983,1414800000
16-09-03,1014.809998,1029.660034,1014.809998,1029.319946,1403200000
23-09-03,1022.820007,1030.119995,1021.539978,1029.030029,1301700000
30-09-03,1006.580017,1006.580017,990.359985,995.969971,1590500000
07-10-03,1034.349976,1039.25,1026.27002,1039.25,1279500000
14-10-03,1045.349976,1049.48999,1040.839966,1049.47998,1271900000
21-10-03,1044.680054,1048.569946,1042.589966,1046.030029,1498000000
28-10-03,1031.130005,1046.790039,1031.130005,1046.790039,1629200000
04-11-03,1059.02002,1059.02002,1051.699951,1053.25,1417600000
11-11-03,1047.109985,1048.22998,1043.459961,1046.569946,1162500000
18-11-03,1043.630005,1048.77002,1034,1034.150024,1354300000
25-11-03,1052.079956,1058.050049,1049.310059,1053.890015,1333700000
03-12-03,1066.619995,1074.300049,1064.630005,1064.72998,1441700000
10-12-03,1060.180054,1063.02002,1053.410034,1059.050049,1444000000
17-12-03,1075.130005,1076.540039,1071.140015,1076.47998,1441700000
24-12-03,1096.02002,1096.400024,1092.72998,1094.040039,518060000
02-01-04,1111.920044,1118.849976,1105.079956,1108.47998,1153200000
09-01-04,1131.920044,1131.920044,1120.900024,1121.859985,1720700000
16-01-04,1132.050049,1139.829956,1132.050049,1139.829956,1721100000
26-01-04,1141.550049,1155.380005,1141,1155.369995,1480600000
02-02-04,1131.130005,1142.449951,1127.869995,1135.26001,1599200000
09-02-04,1142.76001,1144.459961,1139.209961,1139.810059,1303500000
17-02-04,1145.810059,1158.97998,1145.810059,1156.98999,1396500000
24-02-04,1140.98999,1144.540039,1134.430054,1139.089966,1543600000
02-03-04,1155.969971,1156.540039,1147.310059,1149.099976,1476000000
09-03-04,1147.199951,1147.319946,1136.839966,1140.579956,1499400000
16-03-04,1104.48999,1113.76001,1102.609985,1110.699951,1500700000
23-03-04,1095.400024,1101.52002,1091.569946,1093.949951,1458200000
30-03-04,1122.469971,1127.599976,1119.660034,1127,1332400000
06-04-04,1150.569946,1150.569946,1143.300049,1148.160034,1397700000
14-04-04,1129.439941,1132.52002,1122.150024,1128.170044,1547700000
21-04-04,1118.150024,1125.719971,1116.030029,1124.089966,1738100000
28-04-04,1138.109985,1138.109985,1121.699951,1122.410034,1855600000
05-05-04,1119.550049,1125.069946,1117.900024,1121.530029,1469000000
12-05-04,1095.449951,1097.550049,1076.319946,1097.280029,1697600000
19-05-04,1091.48999,1105.930054,1088.48999,1088.680054,1548600000
26-05-04,1113.050049,1116.709961,1109.910034,1114.939941,1369400000
03-06-04,1124.98999,1125.310059,1116.569946,1116.640015,1232400000
10-06-04,1131.329956,1136.469971,1131.329956,1136.469971,1160600000
18-06-04,1132.050049,1138.959961,1129.829956,1135.02002,1500600000
25-06-04,1140.650024,1145.969971,1134.23999,1134.430054,1812900000
02-07-04,1128.939941,1129.150024,1123.26001,1125.380005,1085000000
12-07-04,1112.810059,1116.109985,1106.709961,1114.349976,1114600000
19-07-04,1101.390015,1105.52002,1096.550049,1100.900024,1319900000
26-07-04,1086.199951,1089.819946,1078.780029,1084.069946,1413400000
02-08-04,1101.719971,1108.599976,1097.339966,1106.619995,1276000000
09-08-04,1063.969971,1069.459961,1063.969971,1065.219971,1086000000
16-08-04,1064.800049,1080.660034,1064.800049,1079.339966,1206200000
23-08-04,1098.349976,1101.400024,1094.72998,1095.680054,1021900000
30-08-04,1107.77002,1107.77002,1099.150024,1099.150024,843100000
07-09-04,1113.630005,1124.079956,1113.630005,1121.300049,1214400000
14-09-04,1125.819946,1129.459961,1124.719971,1128.329956,1204500000
21-09-04,1122.199951,1131.540039,1122.199951,1129.300049,1325000000
28-09-04,1103.52002,1111.77002,1101.290039,1110.060059,1396600000
05-10-04,1135.170044,1137.869995,1132.030029,1134.47998,1418400000
12-10-04,1124.390015,1124.390015,1115.77002,1121.839966,1320100000
19-10-04,1114.02002,1117.959961,1103.150024,1103.22998,1737500000
26-10-04,1094.810059,1111.099976,1094.810059,1111.089966,1685400000
02-11-04,1130.51001,1140.47998,1128.119995,1130.560059,1659000000
09-11-04,1164.890015,1168.959961,1162.47998,1164.079956,1450800000
16-11-04,1183.810059,1183.810059,1175.319946,1175.430054,1364400000
23-11-04,1177.23999,1179.52002,1171.410034,1176.939941,1428300000
01-12-04,1173.780029,1191.369995,1173.780029,1191.369995,1772800000
08-12-04,1177.069946,1184.050049,1177.069946,1182.810059,1525200000
15-12-04,1203.380005,1206.609985,1199.439941,1205.719971,1695800000
22-12-04,1205.449951,1211.420044,1203.849976,1209.569946,1390800000
30-12-04,1213.449951,1216.469971,1213.410034,1213.550049,829800000
06-01-05,1183.73999,1191.630005,1183.27002,1187.890015,1569100000
13-01-05,1187.699951,1187.699951,1175.810059,1177.449951,1510300000
21-01-05,1175.410034,1179.449951,1167.819946,1167.869995,1643500000
28-01-05,1174.550049,1175.609985,1166.25,1171.359985,1641800000
04-02-05,1189.890015,1203.469971,1189.670044,1203.030029,1648160000
11-02-05,1197.01001,1208.380005,1193.280029,1205.300049,1562300000
18-02-05,1200.75,1202.920044,1197.349976,1201.589966,1551200000
28-02-05,1211.369995,1211.369995,1198.130005,1203.599976,1795480000
07-03-05,1222.119995,1229.109985,1222.119995,1225.310059,1488830000
14-03-05,1200.079956,1206.829956,1199.51001,1206.829956,1437430000
21-03-05,1189.650024,1189.650024,1178.819946,1183.780029,1819440000
29-03-05,1174.280029,1179.390015,1163.689941,1165.359985,2223250000
05-04-05,1176.119995,1183.560059,1176.119995,1181.390015,1870800000
12-04-05,1181.209961,1190.170044,1170.849976,1187.76001,1979830000
19-04-05,1145.97998,1154.670044,1145.97998,1152.780029,2142700000
26-04-05,1162.099976,1164.800049,1151.829956,1151.829956,1959740000
03-05-05,1162.160034,1166.890015,1156.709961,1161.170044,2167020000
10-05-05,1178.839966,1178.839966,1162.97998,1166.219971,1889660000
17-05-05,1165.689941,1174.349976,1159.859985,1173.800049,1887260000
24-05-05,1193.859985,1195.290039,1189.869995,1194.069946,1681000000
01-06-05,1191.5,1205.640015,1191.030029,1202.219971,1810100000
08-06-05,1197.26001,1201.969971,1193.329956,1194.670044,1715490000
15-06-05,1203.910034,1208.079956,1198.660034,1206.579956,1840440000
22-06-05,1213.609985,1219.589966,1211.689941,1213.880005,1823250000
29-06-05,1201.569946,1204.069946,1198.699951,1199.849976,1769280000
07-07-05,1194.939941,1198.459961,1183.550049,1197.869995,1952440000
14-07-05,1223.290039,1233.160034,1223.290039,1226.5,2048710000
21-07-05,1235.199951,1235.829956,1224.699951,1227.040039,2129840000
28-07-05,1236.790039,1245.150024,1235.810059,1243.719971,2001680000
04-08-05,1245.040039,1245.040039,1235.150024,1235.859985,1981220000
11-08-05,1229.130005,1237.810059,1228.329956,1237.810059,1941560000
18-08-05,1220.23999,1222.640015,1215.930054,1219.02002,1808170000
25-08-05,1209.589966,1213.72998,1209.569946,1212.369995,1571110000
01-09-05,1220.329956,1227.290039,1216.180054,1221.589966,2229860000
09-09-05,1231.670044,1243.130005,1231.670044,1241.47998,1992560000
16-09-05,1228.420044,1237.949951,1228.420044,1237.910034,3152470000
23-09-05,1214.619995,1218.829956,1209.800049,1215.290039,1973020000
30-09-05,1227.680054,1229.569946,1225.219971,1228.810059,2097520000
07-10-05,1191.48999,1199.709961,1191.459961,1195.900024,2126080000
14-10-05,1176.839966,1187.130005,1175.439941,1186.569946,2188940000
21-10-05,1177.800049,1186.459961,1174.920044,1179.589966,2470920000
28-10-05,1178.900024,1198.410034,1178.900024,1198.410034,2379400000
04-11-05,1219.939941,1222.52002,1214.449951,1220.140015,2050510000
11-11-05,1230.959961,1235.699951,1230.719971,1234.719971,1773140000
18-11-05,1242.800049,1249.579956,1240.709961,1248.27002,2453290000
28-11-05,1268.25,1268.439941,1257.170044,1257.459961,2016900000
05-12-05,1265.079956,1265.079956,1258.119995,1262.089966,2325840000
12-12-05,1259.369995,1263.859985,1255.52002,1260.430054,1876550000
19-12-05,1267.319946,1270.51001,1259.280029,1259.920044,2208810000
27-12-05,1268.660034,1271.829956,1256.540039,1256.540039,1540470000
04-01-06,1268.800049,1275.369995,1267.73999,1273.459961,2515330000
11-01-06,1289.719971,1294.900024,1288.119995,1294.180054,2406130000
19-01-06,1277.930054,1287.790039,1277.930054,1285.040039,2444020000
26-01-06,1264.680054,1276.439941,1264.680054,1273.829956,2856780000
02-02-06,1282.459961,1282.459961,1267.719971,1270.839966,2565300000
09-02-06,1265.650024,1274.560059,1262.800049,1263.780029,2441920000
16-02-06,1280,1289.390015,1280,1289.380005,2251490000
24-02-06,1287.790039,1292.109985,1285.619995,1289.430054,1933010000
03-03-06,1289.140015,1297.329956,1284.199951,1287.22998,2152950000
10-03-06,1272.22998,1284.369995,1271.109985,1281.420044,2123450000
17-03-06,1305.329956,1309.790039,1305.319946,1307.25,2549620000
24-03-06,1301.670044,1306.530029,1298.890015,1302.949951,2326070000
31-03-06,1300.25,1303,1294.869995,1294.869995,2236710000
07-04-06,1309.040039,1314.069946,1294.180054,1295.5,2082470000
17-04-06,1289.119995,1292.449951,1280.73999,1285.329956,1794650000
24-04-06,1311.280029,1311.280029,1303.790039,1308.109985,2117330000
01-05-06,1310.609985,1317.209961,1303.459961,1305.189941,2437040000
08-05-06,1325.76001,1326.699951,1322.869995,1324.660034,2151300000
15-05-06,1291.189941,1294.810059,1284.51001,1294.5,2505660000
22-05-06,1267.030029,1268.77002,1252.97998,1262.069946,2773010000
30-05-06,1280.040039,1280.040039,1259.869995,1259.869995,2176190000
06-06-06,1265.22998,1269.880005,1254.459961,1263.849976,2697650000
13-06-06,1236.079956,1243.369995,1222.52002,1223.689941,3215770000
20-06-06,1240.119995,1249.01001,1238.869995,1240.119995,2232950000
27-06-06,1250.550049,1253.369995,1238.939941,1239.199951,2203130000
05-07-06,1280.050049,1280.050049,1265.910034,1270.910034,2165070000
12-07-06,1272.390015,1273.310059,1257.290039,1258.599976,2250450000
19-07-06,1236.73999,1261.810059,1236.73999,1259.810059,2701980000
26-07-06,1268.869995,1273.890015,1261.939941,1268.400024,2667710000
02-08-06,1270.72998,1283.420044,1270.72998,1277.410034,2610750000
09-08-06,1271.130005,1283.73999,1264.72998,1265.949951,2555180000
16-08-06,1285.27002,1296.209961,1285.27002,1295.430054,2554570000
23-08-06,1298.72998,1301.5,1289.819946,1292.98999,1893670000
30-08-06,1303.699951,1306.73999,1302.150024,1305.369995,2060690000
07-09-06,1300.209961,1301.25,1292.130005,1294.02002,2325850000
14-09-06,1318,1318,1313.25,1316.280029,2351220000
21-09-06,1324.890015,1328.189941,1315.449951,1318.030029,2627440000
28-09-06,1336.560059,1340.280029,1333.75,1338.880005,2397820000
05-10-06,1349.839966,1353.790039,1347.75,1353.219971,2817240000
12-10-06,1349.939941,1363.76001,1349.939941,1362.829956,2514350000
19-10-06,1365.949951,1368.089966,1362.060059,1366.959961,2619830000
26-10-06,1382.209961,1389.449951,1379.469971,1389.079956,2793350000
02-11-06,1367.439941,1368.390015,1362.209961,1367.339966,2646180000
09-11-06,1385.430054,1388.920044,1377.310059,1378.329956,3012050000
16-11-06,1396.530029,1403.76001,1396.530029,1399.76001,2835730000
24-11-06,1405.939941,1405.939941,1399.25,1400.949951,832550000
01-12-06,1400.630005,1402.459961,1385.930054,1396.709961,2800980000
08-12-06,1407.27002,1414.089966,1403.670044,1409.839966,2440460000
15-12-06,1425.47998,1431.630005,1425.47998,1427.089966,3229580000
22-12-06,1418.099976,1418.819946,1410.280029,1410.76001,1647590000
03-01-07,1418.030029,1429.420044,1407.859985,1416.599976,3429160000
10-01-07,1408.699951,1415.98999,1405.319946,1414.849976,2764660000
18-01-07,1430.589966,1432.959961,1424.209961,1426.369995,2822430000
25-01-07,1440.119995,1440.689941,1422.339966,1423.900024,2994330000
01-02-07,1437.900024,1446.640015,1437.900024,1445.939941,2914890000
08-02-07,1449.98999,1450.449951,1442.810059,1448.310059,2816180000
15-02-07,1455.150024,1457.969971,1453.189941,1456.810059,2490920000
23-02-07,1456.219971,1456.219971,1448.359985,1451.189941,2579950000
02-03-07,1403.160034,1403.400024,1386.869995,1387.170044,3312260000
09-03-07,1401.890015,1410.150024,1397.300049,1402.839966,2623050000
16-03-07,1392.280029,1397.51001,1383.630005,1386.949951,3393640000
23-03-07,1434.540039,1438.890015,1433.209961,1436.109985,2619020000
30-03-07,1422.52002,1429.219971,1408.900024,1420.859985,2903960000
09-04-07,1443.77002,1448.099976,1443.280029,1444.609985,2349410000
16-04-07,1452.839966,1468.619995,1452.839966,1468.329956,2870140000
23-04-07,1484.329956,1487.319946,1480.189941,1480.930054,2575020000
30-04-07,1494.069946,1497.160034,1482.290039,1482.369995,3093420000
07-05-07,1505.569946,1511,1505.540039,1509.47998,2545090000
14-05-07,1505.76001,1510.900024,1498.339966,1503.150024,2776130000
21-05-07,1522.75,1529.869995,1522.709961,1525.099976,3465360000
29-05-07,1515.550049,1521.800049,1512.02002,1518.109985,2571790000
05-06-07,1539.119995,1539.119995,1525.619995,1530.949951,2939450000
12-06-07,1509.119995,1511.329956,1492.969971,1493,3056200000
19-06-07,1531.02002,1535.849976,1525.670044,1533.699951,2873590000
26-06-07,1497.680054,1506.119995,1490.540039,1492.890015,3398530000
03-07-07,1519.119995,1526.01001,1519.119995,1524.869995,1560790000
11-07-07,1509.930054,1519.339966,1506.099976,1518.76001,3082920000
18-07-07,1549.199951,1549.199951,1533.670044,1546.170044,3609220000
25-07-07,1511.030029,1524.310059,1503.72998,1518.089966,4283200000
01-08-07,1455.180054,1468.380005,1439.589966,1465.810059,5256780000
08-08-07,1476.219971,1503.890015,1476.219971,1497.48999,5499560000
15-08-07,1426.150024,1440.780029,1404.359985,1406.699951,4290930000
22-08-07,1447.030029,1464.859985,1447.030029,1464.069946,3309120000
29-08-07,1432.01001,1463.76001,1432.01001,1463.76001,2824070000
06-09-07,1472.030029,1481.48999,1467.410034,1478.550049,2459590000
13-09-07,1471.469971,1489.579956,1471.469971,1483.949951,2877080000
20-09-07,1528.689941,1529.140015,1516.420044,1518.75,2957700000
27-09-07,1527.319946,1532.459961,1525.810059,1531.380005,2872180000
04-10-07,1539.910034,1544.02002,1537.630005,1542.839966,2690430000
11-10-07,1564.719971,1576.089966,1546.719971,1554.410034,3911260000
18-10-07,1539.290039,1542.790039,1531.76001,1540.079956,3203210000
25-10-07,1516.150024,1523.23999,1500.459961,1514.400024,4183960000
01-11-07,1545.790039,1545.790039,1506.660034,1508.439941,4241470000
08-11-07,1475.27002,1482.5,1450.310059,1474.77002,5439720000
15-11-07,1468.040039,1472.670044,1443.48999,1451.150024,3941010000
23-11-07,1417.619995,1440.859985,1417.619995,1440.699951,1612720000
30-11-07,1471.829956,1488.939941,1470.890015,1481.140015,4422200000
07-12-07,1508.599976,1510.630005,1502.660034,1504.660034,3177710000
14-12-07,1486.189941,1486.670044,1467.780029,1467.949951,3401050000
21-12-07,1463.189941,1485.400024,1463.189941,1484.459961,4508590000
31-12-07,1475.25,1475.829956,1465.130005,1468.359985,2440880000
08-01-08,1415.709961,1430.280029,1388.300049,1390.189941,4705390000
15-01-08,1411.880005,1411.880005,1380.599976,1380.949951,4601640000
23-01-08,1310.410034,1339.089966,1270.050049,1338.599976,3241680000
30-01-08,1362.219971,1385.859985,1352.949951,1355.810059,4742760000
06-02-08,1339.47998,1351.959961,1324.339966,1326.449951,4008120000
13-02-08,1353.119995,1369.22998,1350.780029,1367.209961,3856420000
21-02-08,1362.209961,1367.939941,1339.339966,1342.530029,3696660000
